Product_ID,Product_Name,Catagory,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Days_To_Expiry,Shelf_Life_Days,Stock_Pressure,Turnover_Label,Expiry_Risk_Level,Discount_Percent,Dynamic_Selling_Price,Expiry_Ratio,Is_Expired,Product_Status,Turnover_Normalized,Stock_Pressure_Normalized
11-073-0189,Plum,Fruits & Vegetables,75-190-3627,Voomm,95,50,76,4.0,2025-04-06,2025-09-22,2025-05-07,5104 Jana Court,69,5,Active,-35,31,1.862745098039216,Slow,High,0.0,1.0,0.0,True,Expired,0.0,0.0
22-621-2774,Strawberries,Fruits & Vegetables,70-901-6191,Babblestorm,54,26,16,6.0,2025-03-12,2025-07-01,2025-06-15,00 Drewry Court,63,97,Active,4,95,2.0,Fast,High,49.56,2.7,0.042105263157894736,False,Active,0.9696969696969698,0.03778801843317973
39-449-0772,Feta Cheese,Dairy,84-504-7617,Youfeed,94,13,15,7.0,2025-02-27,2025-04-03,2025-10-06,195 Portage Junction,20,24,Backordered,117,221,6.714285714285714,Medium,Low,49.21,5.25,0.5294117647058824,False,Active,0.23232323232323232,0.13229098090849245
55-936-2406,Bread Flour,Grains & Pulses,29-689-5014,Mynte,27,93,88,1.5,2025-11-17,2025-03-10,2025-04-06,52691 8th Drive,66,13,Active,-66,1,0.2872340425531915,Slow,High,0.0,0.45,0.0,True,Expired,0.0,0.0
82-041-7211,Swiss Cheese,Dairy,03-615-0558,Reallinks,49,49,26,8.0,2025-09-11,2025-05-20,2025-07-02,285 1st Park,78,61,Discontinued,21,1,0.98,Fast,Medium,12.17,6.4,1.0,False,Active,0.6060606060606062,0.017341013824884795
48-414-6162,Arabica Coffee,Beverages,10-060-8515,Skivee,55,93,84,20.0,2025-05-30,2025-11-09,2025-05-06,17780 Lindbergh Junction,46,84,Active,-36,1,0.5851063829787234,Fast,High,0.0,12.0,0.0,True,Expired,0.0,0.0
76-854-0095,White Sugar,Grains & Pulses,38-883-3382,Mydeo,65,61,82,2.0,2025-06-01,2026-02-09,2025-12-29,7834 Cordelia Alley,29,11,Backordered,201,211,1.0483870967741935,Slow,Low,29.71,1.4,0.95260663507109,False,Active,0.10101010101010102,0.018711907239482684
25-349-7974,Spinach,Fruits & Vegetables,82-737-6019,Devshare,72,70,99,2.5,2025-10-08,2025-05-29,2025-06-23,42 Bunker Hill Junction,82,32,Discontinued,12,1,1.0140845070422535,Medium,Medium,20.97,1.75,1.0,False,Active,0.31313131313131315,0.018024274680340107
66-627-9752,Trout,Seafood,87-839-6400,Jabbertype,49,73,48,12.0,2025-08-18,2025-10-02,2025-09-04,08 Randy Junction,52,62,Active,85,17,0.6621621621621622,Fast,Low,11.73,12.0,1.0,False,Active,0.6161616161616162,0.010969610163158552
78-614-4402,Green Beans,Fruits & Vegetables,51-014-4287,Gigazoom,81,99,28,2.0,2025-10-01,2026-02-15,2025-04-26,37 Browning Trail,20,85,Discontinued,-46,1,0.81,Fast,High,0.0,1.2,0.0,True,Expired,0.0,0.0
67-025-1245,Cabbage,Fruits & Vegetables,28-575-0716,Chatterbridge,88,46,55,1.0,2025-04-10,2025-03-07,2025-08-13,51890 Lindbergh Terrace,73,63,Active,63,125,1.872340425531915,Fast,Low,36.72,0.85,0.504,False,Active,0.6262626262626264,0.03522894401411904
68-418-6724,Parmesan Cheese,Dairy,75-465-6257,Feedspan,63,4,85,12.0,2025-12-22,2026-01-14,2025-10-01,49869 Bunker Hill Terrace,59,71,Active,112,1,12.6,Fast,Low,13.79,10.2,1.0,False,Active,0.7070707070707072,0.25027649769585253
40-795-0753,Raw Sugar,Grains & Pulses,47-183-4911,Mydo,31,43,80,1.5,2025-05-29,2026-02-23,2025-05-31,66879 Susan Place,46,78,Backordered,-11,2,0.7045454545454546,Fast,High,0.0,0.8999999999999999,0.0,True,Expired,0.0,0.0
02-508-3777,Egg (Quail),Dairy,69-933-2582,Realpoint,97,88,81,0.8,2025-11-06,2025-07-08,2025-06-27,895 Northland Hill,97,18,Discontinued,16,1,1.0898876404494382,Slow,Medium,25.24,0.4,1.0,False,Active,0.1717171717171717,0.01954383058043805
79-741-0770,Mushrooms,Fruits & Vegetables,67-771-7656,Photospace,72,87,39,6.0,2025-06-25,2026-02-25,2025-03-18,91 Kinsman Terrace,94,57,Active,-85,1,0.8181818181818182,Medium,High,0.0,3.0,0.0,True,Expired,0.0,0.0
31-211-5803,Oatmeal Biscuit,Bakery,75-503-9347,Gigazoom,16,9,32,5.0,2025-07-17,2025-08-22,2026-02-08,492 Shoshone Road,50,98,Backordered,242,206,1.6,Fast,Low,1.2,4.25,1.0,False,Active,0.9797979797979799,0.02976958525345623
16-499-5059,Pear,Fruits & Vegetables,09-090-6360,Centizu,77,20,5,4.5,2025-08-19,2025-11-20,2025-12-21,3 Hooker Way,61,62,Discontinued,193,124,3.6666666666666665,Fast,Low,12.94,3.825,1.0,False,Active,0.6161616161616162,0.07119815668202764
76-340-4432,Cucumber,Fruits & Vegetables,79-915-4185,Brainverse,19,36,72,1.75,2025-05-04,2025-03-29,2025-03-07,157 David Center,31,81,Backordered,-96,1,0.5135135135135135,Fast,High,0.0,1.05,0.0,True,Expired,0.0,0.0
38-732-7667,Pineapple,Fruits & Vegetables,88-663-3393,Photojam,18,52,22,3.5,2025-08-24,2025-10-14,2025-09-29,3645 Ridge Oak Drive,42,32,Backordered,110,36,0.3396226415094339,Medium,Low,20.7,3.15,1.0,False,Active,0.31313131313131315,0.004503956177723676
04-240-2226,Olive Oil,Oils & Fats,65-842-6819,Kamba,47,48,73,6.0,2025-08-14,2025-06-29,2025-03-06,504 Green Park,42,51,Discontinued,-97,1,0.9591836734693876,Medium,High,0.0,3.0,0.0,True,Expired,0.0,0.0
79-136-9840,Herbal Tea,Beverages,07-809-0926,Pixonyx,77,45,75,30.0,2025-11-06,2025-08-20,2025-06-24,26175 Oxford Way,25,37,Discontinued,13,1,1.673913043478261,Medium,Medium,19.72,16.5,1.0,False,Active,0.36363636363636365,0.03125125225405731
73-401-5721,Haddock,Seafood,38-622-5251,Midel,46,28,73,9.0,2025-05-29,2025-10-29,2025-12-27,582 Sauthoff Crossing,65,57,Discontinued,199,212,1.5862068965517242,Medium,Low,16.69,6.75,0.9386792452830188,False,Active,0.5656565656565657,0.029493087557603694
91-848-0606,Onion,Fruits & Vegetables,68-836-0350,Skyble,39,22,73,2.0,2025-06-12,2025-07-24,2025-10-29,13 Corscot Hill,60,2,Active,140,139,1.6956521739130437,Slow,Low,30.33,1.1,1.0,False,Active,0.010101010101010102,0.031687036665998806
54-109-8062,Sushi Rice,Grains & Pulses,04-726-3363,Linklinks,75,69,100,4.5,2025-07-12,2026-01-20,2026-02-17,67 Little Fleur Road,43,18,Backordered,251,220,1.0714285714285714,Slow,Low,25.23,3.15,1.0,False,Active,0.1717171717171717,0.01917379855167874
70-612-2531,Pineapple,Fruits & Vegetables,94-217-4781,Flipbug,48,48,39,3.45,2025-03-18,2026-01-26,2025-10-31,4 Raven Drive,51,50,Discontinued,142,227,0.979591836734694,Medium,Low,34.22,3.1050000000000004,0.6255506607929515,False,Active,0.494949494949495,0.01733283175021161
26-161-6692,Zucchini,Fruits & Vegetables,61-796-7912,Kare,61,90,26,2.5,2025-12-23,2025-09-08,2025-09-20,70001 Vahlen Lane,79,84,Discontinued,101,1,0.6703296703296703,Fast,Low,5.07,2.5,1.0,False,Active,0.8383838383838385,0.011133336709373576
43-893-5408,Short Grain Rice,Grains & Pulses,25-414-2945,Snaptags,60,90,85,3.0,2026-01-22,2025-03-21,2025-08-25,6 Orin Place,47,9,Discontinued,75,1,0.6593406593406593,Slow,Low,27.79,2.1,1.0,False,Active,0.08080808080808081,0.010913050083556997
11-316-8405,Mango,Fruits & Vegetables,50-918-1373,Twitternation,24,55,51,5.0,2025-04-27,2026-02-25,2025-11-26,108 Morning Center,39,15,Discontinued,168,213,0.4285714285714285,Slow,Low,36.45,3.5,0.7887323943661971,False,Active,0.1414141414141414,0.006287030941408821
34-086-3222,Lemon,Fruits & Vegetables,34-017-9457,Layo,12,7,48,2.3,2025-06-25,2025-12-26,2025-06-06,867 Merrick Place,66,4,Discontinued,-5,1,1.5,Slow,High,0.0,0.6900000000000001,0.0,True,Expired,0.0,0.0
21-816-1004,Black Coffee,Beverages,68-482-4786,Realpoint,84,13,88,15.0,2026-01-27,2025-12-05,2025-07-23,564 Hazelcrest Crossing,25,34,Backordered,42,1,6.0,Medium,Low,22.36,11.25,1.0,False,Active,0.33333333333333337,0.11797235023041475
43-693-2092,Butter,Dairy,19-469-9841,Kayveo,51,100,70,3.0,2025-05-01,2025-10-22,2025-09-23,76 Toban Plaza,40,21,Discontinued,104,145,0.504950495049505,Medium,Low,38.23,2.7,0.7172413793103448,False,Active,0.20202020202020202,0.00781813204361911
63-270-7076,Multigrain Bread,Bakery,85-532-0172,Roombo,65,36,37,3.5,2025-04-22,2025-06-13,2026-01-25,6 Lunder Parkway,32,70,Backordered,228,278,1.7567567567567568,Fast,Low,18.74,2.975,0.8201438848920863,False,Active,0.6969696969696971,0.032911944202266785
90-230-9767,Long Grain Rice,Grains & Pulses,70-515-9048,Voonyx,67,88,32,1.5,2025-04-07,2025-05-02,2025-11-18,00397 Bay Terrace,66,42,Discontinued,160,225,0.7528089887640449,Medium,Low,32.28,1.35,0.7111111111111111,False,Active,0.41414141414141414,0.0127867239683115
05-334-2923,Bread Flour,Grains & Pulses,41-772-6271,Browsezoom,14,74,71,1.5,2025-08-19,2025-11-23,2025-05-17,8 Surrey Pass,37,22,Discontinued,-25,1,0.1866666666666666,Medium,High,0.0,0.75,0.0,True,Expired,0.0,0.0
52-481-5224,Kiwi,Fruits & Vegetables,46-382-2024,Fiveclub,45,24,61,6.0,2026-01-22,2026-02-08,2026-02-16,80 Old Shore Plaza,44,34,Backordered,250,25,1.8,Medium,Low,20.68,4.5,1.0,False,Active,0.33333333333333337,0.033778801843317975
11-325-7396,Mango,Fruits & Vegetables,98-940-7545,Skipfire,92,46,13,5.0,2025-07-29,2025-10-19,2025-03-27,387 Jay Point,24,75,Discontinued,-76,1,1.9574468085106385,Fast,High,0.0,2.25,0.0,True,Expired,0.0,0.0
70-854-6891,Sourdough Bread,Bakery,79-575-9351,Flashspan,41,84,90,4.0,2026-01-29,2025-11-29,2025-11-13,24045 Bluestem Point,42,65,Active,155,1,0.4823529411764706,Fast,Low,10.75,4.0,1.0,False,Active,0.6464646464646465,0.00736513960422879
46-520-1819,Short Grain Rice,Grains & Pulses,10-762-7936,Katz,41,36,78,4.5,2025-07-05,2025-10-05,2025-05-16,805 Nancy Crossing,38,75,Backordered,-26,1,1.108108108108108,Fast,High,0.0,2.7,0.0,True,Expired,0.0,0.0
91-105-7317,Orange,Fruits & Vegetables,84-047-0017,Devshare,85,45,71,3.0,2025-03-21,2025-12-29,2026-02-03,44022 Barnett Way,95,72,Discontinued,237,319,1.8478260869565215,Fast,Low,22.03,2.55,0.7429467084639498,False,Active,0.7171717171717172,0.03473752754958926
40-751-8635,Pineapple,Fruits & Vegetables,48-878-3021,Yamia,44,80,84,3.4,2025-08-31,2025-10-18,2025-03-06,3 Ronald Regan Center,96,68,Discontinued,-97,1,0.5432098765432098,Fast,High,0.0,2.04,0.0,True,Expired,0.0,0.0
02-920-4829,White Bread,Bakery,41-587-4864,Skyble,92,87,84,2.5,2025-10-20,2025-06-15,2025-05-23,4 Judy Hill,61,31,Backordered,-19,1,1.0454545454545454,Medium,High,0.0,1.25,0.0,True,Expired,0.0,0.0
36-918-2937,Green Coffee,Beverages,53-844-0478,Kwinu,62,89,18,12.0,2025-03-13,2026-02-13,2025-11-29,90865 Sherman Court,35,36,Active,171,261,0.6888888888888889,Medium,Low,36.87,10.8,0.6551724137931034,False,Active,0.35353535353535354,0.011505376344086023
68-761-6907,Zucchini,Fruits & Vegetables,31-199-3683,Brainverse,26,18,62,2.5,2025-07-29,2025-07-22,2026-02-03,9695 Alpine Trail,57,86,Discontinued,237,189,1.368421052631579,Fast,Low,4.74,2.5,1.0,False,Active,0.8585858585858587,0.02512733446519525
69-468-5468,Sourdough Bread,Bakery,37-099-6976,Vinte,59,78,6,4.5,2025-11-04,2025-06-11,2025-11-27,72083 Acker Crossing,32,3,Active,169,23,0.7468354430379747,Slow,Low,29.65,3.15,1.0,False,Active,0.0202020202020202,0.012666977775185209
27-635-8394,Orange,Fruits & Vegetables,87-893-6089,Twitterwire,88,37,61,2.9,2026-02-04,2025-11-14,2025-03-20,812 Shelley Circle,63,35,Discontinued,-83,1,2.3157894736842106,Medium,High,0.0,1.015,0.0,True,Expired,0.0,0.0
41-729-5410,Sardines,Seafood,71-727-8611,Ntag,91,59,49,6.0,2025-10-24,2025-04-06,2025-06-27,7193 Crownhardt Drive,30,63,Active,16,1,1.5166666666666666,Fast,Medium,11.77,3.9,1.0,False,Active,0.6262626262626264,0.028099078341013828
33-335-9140,Olive Oil,Oils & Fats,08-209-1598,Blogspan,28,17,28,6.0,2025-10-25,2025-08-21,2025-08-28,76928 Tennyson Parkway,38,25,Active,78,1,1.5555555555555556,Medium,Low,23.3,4.5,1.0,False,Active,0.24242424242424243,0.02887864823348695
11-581-9869,Carrot,Fruits & Vegetables,22-867-3079,Avaveo,51,60,98,1.5,2025-05-02,2025-12-13,2025-09-27,44801 Myrtle Center,44,95,Discontinued,108,148,0.8360655737704918,Fast,Low,15.32,1.5,0.7297297297297297,False,Active,0.9494949494949496,0.014455692377426914
78-237-0277,Black Tea,Beverages,50-314-5433,Brainbox,46,27,76,5.0,2025-09-16,2025-09-24,2026-01-14,79 Cardinal Court,64,96,Active,217,120,1.6428571428571428,Fast,Low,1.82,4.25,1.0,False,Active,0.9595959595959597,0.030628703094140883
75-152-8731,Pear,Fruits & Vegetables,05-593-1927,Voonix,82,65,69,4.45,2025-04-12,2025-11-13,2025-08-09,622 Anthes Lane,30,78,Backordered,59,119,1.2424242424242424,Fast,Low,32.33,4.45,0.4957983193277311,False,Active,0.7777777777777779,0.02260159195643067
65-718-0492,Olive Oil,Oils & Fats,91-492-8216,Midel,100,92,26,6.0,2025-05-06,2026-01-24,2026-02-17,8626 Chinook Parkway,84,9,Active,251,287,1.075268817204301,Slow,Low,34.23,4.199999999999999,0.8745644599303136,False,Active,0.08080808080808081,0.019250780437044746
55-697-5242,Ricotta Cheese,Dairy,74-726-0855,Shufflebeat,51,53,88,6.0,2026-02-01,2025-07-01,2025-09-25,19112 Little Fleur Road,54,59,Discontinued,106,1,0.9444444444444444,Medium,Low,12.76,5.4,1.0,False,Active,0.585858585858586,0.016628264208909373
14-844-4138,Black Coffee,Beverages,90-534-2165,Flipbug,61,43,29,15.0,2026-02-04,2025-10-26,2025-03-04,40643 Sullivan Lane,67,6,Discontinued,-99,1,1.3863636363636365,Slow,High,0.0,4.500000000000001,0.0,True,Expired,0.0,0.0
20-225-3930,White Tea,Beverages,73-069-2753,Skipstorm,99,87,10,25.0,2025-12-09,2025-03-01,2025-03-18,5756 Stephen Avenue,93,70,Active,-85,1,1.125,Fast,High,0.0,15.0,0.0,True,Expired,0.0,0.0
66-993-4234,Cucumber,Fruits & Vegetables,15-852-0491,Gigazoom,13,60,100,1.8,2025-07-19,2026-01-17,2025-06-25,22 Dexter Trail,44,32,Backordered,14,1,0.2131147540983606,Medium,Medium,20.65,1.26,1.0,False,Active,0.31313131313131315,0.0019679685729394884
87-762-1317,Mozzarella Cheese,Dairy,58-474-3510,Dazzlesphere,45,63,75,7.0,2026-01-29,2025-11-21,2026-02-10,9305 Warrior Way,83,5,Discontinued,244,12,0.703125,Slow,Low,29.02,4.9,1.0,False,Active,0.04040404040404041,0.011790754608294932
81-844-2979,Broccoli,Fruits & Vegetables,02-575-7332,Realblab,73,87,46,4.0,2025-09-25,2026-01-16,2025-05-12,16 Elgar Point,47,67,Discontinued,-30,1,0.8295454545454546,Fast,High,0.0,2.4,0.0,True,Expired,0.0,0.0
44-408-7594,Eggplant,Fruits & Vegetables,08-828-3804,Eire,39,21,5,3.0,2025-11-25,2025-05-02,2026-01-09,81 Oneill Circle,51,98,Backordered,212,45,1.7727272727272727,Fast,Low,1.27,2.55,1.0,False,Active,0.9797979797979799,0.03323209049015501
26-010-9519,Trout,Seafood,28-837-4164,Blogtag,29,72,96,12.0,2025-05-04,2025-11-27,2026-01-10,4508 Shopko Trail,85,52,Active,213,251,0.3972602739726027,Medium,Low,22.23,10.8,0.848605577689243,False,Active,0.5151515151515152,0.00565936493908213
65-464-5070,Heavy Cream,Dairy,01-517-7793,Ntags,12,60,73,4.0,2026-02-04,2025-03-17,2025-09-02,00 Luster Alley,20,35,Discontinued,83,1,0.1967213114754098,Medium,Low,19.73,3.6,1.0,False,Active,0.3434343434343435,0.0016393442622950828
07-970-9352,Bell Pepper,Fruits & Vegetables,14-724-4622,Tagtune,96,33,72,4.45,2025-03-11,2025-05-17,2025-07-13,459 Gateway Pass,74,100,Active,32,124,2.823529411764706,Fast,Low,38.18,3.7825,0.25806451612903225,False,Active,1.0,0.05429655733261047
88-746-9468,Onion,Fruits & Vegetables,06-159-1957,Skiba,35,92,74,2.0,2025-11-26,2026-02-04,2025-11-15,82737 Ryan Place,76,32,Active,157,1,0.3763440860215054,Medium,Low,20.71,1.8,1.0,False,Active,0.31313131313131315,0.005240077300431101
06-336-5482,Sardines,Seafood,99-784-4391,Voolia,89,34,15,6.0,2026-01-01,2025-03-09,2025-08-25,7 Mockingbird Hill,60,2,Discontinued,75,1,2.5428571428571427,Slow,Low,30.67,3.3000000000000003,1.0,False,Active,0.010101010101010102,0.04867017774851876
03-276-3931,Mango,Fruits & Vegetables,42-224-8186,Oyoloo,60,36,28,4.5,2025-07-01,2025-09-19,2025-12-21,081 Bellgrove Place,26,29,Active,193,173,1.6216216216216215,Medium,Low,22.12,3.375,1.0,False,Active,0.2828282828282828,0.030203014073981814
39-232-5341,Arborio Rice,Grains & Pulses,23-319-2681,Feedmix,20,34,74,4.5,2025-09-22,2025-10-25,2026-02-16,05433 Towne Terrace,50,83,Discontinued,250,147,0.5714285714285714,Fast,Low,5.33,4.5,1.0,False,Active,0.8282828282828284,0.00915075707702436
12-239-9399,Potato,Fruits & Vegetables,53-584-1853,Tagtune,28,40,27,1.2,2025-12-15,2025-07-30,2025-10-28,924 La Follette Alley,30,56,Active,139,1,0.6829268292682927,Medium,Low,13.56,1.08,1.0,False,Active,0.5555555555555557,0.011385860402382828
75-080-4909,Corn Oil,Oils & Fats,34-726-5887,Tagopia,20,55,15,2.5,2025-12-10,2025-04-13,2025-09-10,7 Gateway Center,86,61,Backordered,91,1,0.3571428571428571,Fast,Low,11.92,2.5,1.0,False,Active,0.6060606060606062,0.004855167873601055
70-815-4015,Butter Biscuit,Bakery,89-134-9717,Ozu,38,93,61,6.0,2025-12-11,2025-07-16,2025-08-31,175 Sycamore Circle,67,100,Active,81,1,0.4042553191489361,Fast,Low,0.12,6.0,1.0,False,Active,1.0,0.00579958819492107
11-032-9778,Peas,Fruits & Vegetables,42-380-8881,Edgepulse,99,1,4,3.0,2025-12-14,2026-01-28,2025-08-20,553 Mayfield Crossing,50,53,Backordered,70,1,49.5,Medium,Low,34.04,2.25,1.0,False,Active,0.5252525252525253,0.9899769585253456
54-374-9986,Cream,Dairy,33-818-4917,Oyondu,92,52,80,2.5,2025-06-04,2025-10-23,2025-03-22,74997 Katie Terrace,72,96,Discontinued,-81,1,1.7358490566037736,Fast,High,0.0,1.125,0.0,True,Expired,0.0,0.0
77-312-6317,Spinach,Fruits & Vegetables,12-950-4397,Abatz,41,29,76,2.4,2025-02-26,2025-09-14,2025-10-02,3616 Carey Pass,59,4,Discontinued,113,218,1.3666666666666667,Slow,Low,53.68,1.68,0.518348623853211,False,Active,0.030303030303030304,0.025092165898617517
13-844-2178,Sardines,Seafood,66-832-1802,Browsetype,44,67,48,6.0,2025-09-06,2025-09-22,2025-03-25,86207 Tennyson Parkway,90,11,Active,-78,1,0.6470588235294118,Slow,High,0.0,1.8000000000000005,0.0,True,Expired,0.0,0.0
22-141-9798,White Sugar,Grains & Pulses,59-849-9942,Photobean,47,7,63,2.0,2025-05-19,2025-09-21,2025-05-01,6 Nobel Junction,29,20,Backordered,-41,1,5.875,Slow,High,0.0,0.5,0.0,True,Expired,0.0,0.0
20-022-3173,Bread Flour,Grains & Pulses,54-188-1006,Mydeo,21,63,65,1.5,2025-10-09,2025-11-11,2026-02-23,81878 Nobel Point,38,73,Discontinued,257,137,0.328125,Fast,Low,8.27,1.5,1.0,False,Active,0.7272727272727274,0.0042734735023041495
26-177-5690,Cucumber,Fruits & Vegetables,06-708-1412,Skinte,85,33,50,1.8,2025-03-07,2025-07-16,2026-01-22,61707 Mariners Cove Park,64,38,Discontinued,225,321,2.5,Medium,Low,34.7,1.35,0.7009345794392523,False,Active,0.37373737373737376,0.04781105990783411
70-871-4536,Swiss Cheese,Dairy,72-514-7323,Cogilith,29,4,17,8.0,2026-01-20,2025-11-14,2025-06-18,5 Waxwing Junction,59,52,Active,7,1,5.8,Medium,High,16.82,2.8,1.0,False,Active,0.5151515151515152,0.113963133640553
06-611-5454,Peanut Oil,Oils & Fats,43-786-9229,Bluezoom,64,21,13,4.0,2026-01-31,2025-10-12,2025-11-17,16 Autumn Leaf Way,51,26,Backordered,159,1,2.909090909090909,Medium,Low,23.54,3.0,1.0,False,Active,0.25252525252525254,0.0560117302052786
89-543-3456,Blueberries,Fruits & Vegetables,23-178-8962,Jaloo,66,40,96,10.0,2025-02-28,2025-06-23,2026-02-07,22782 Oriole Way,24,61,Active,241,344,1.6097560975609757,Fast,Low,27.39,8.5,0.7005813953488372,False,Active,0.6060606060606062,0.029965156794425095
82-395-5070,Chocolate Biscuit,Bakery,01-801-9502,Vidoo,75,81,17,5.0,2025-07-10,2026-02-18,2026-02-21,43442 Homewood Street,69,38,Active,255,226,0.9146341463414634,Medium,Low,19.11,4.5,1.0,False,Active,0.37373737373737376,0.016030684500393397
14-305-5348,Cheese,Dairy,71-092-6845,Shuffledrive,53,63,2,9.0,2025-08-03,2025-10-13,2025-03-21,19 Shoshone Circle,56,95,Active,-82,1,0.828125,Fast,High,0.0,5.4,0.0,True,Expired,0.0,0.0
82-243-3180,Palm Oil,Oils & Fats,18-631-1458,Zooxo,43,63,80,1.8,2025-06-24,2025-08-01,2026-02-12,97 Sunnyside Court,33,96,Discontinued,246,233,0.671875,Fast,Low,1.44,1.8,1.0,False,Active,0.9595959595959597,0.011164314516129033
25-010-9478,Eggplant,Fruits & Vegetables,24-576-3402,Topicblab,74,30,24,3.0,2025-08-10,2025-10-14,2025-08-01,357 Maple Park,82,12,Active,51,1,2.3870967741935485,Slow,Low,27.58,1.65,1.0,False,Active,0.11111111111111112,0.04554779247807344
13-202-4809,Garlic,Fruits & Vegetables,24-281-7685,Katz,27,22,89,7.0,2025-05-02,2025-07-29,2025-05-21,6195 Monterey Center,91,77,Discontinued,-21,19,1.173913043478261,Fast,High,0.0,4.2,0.0,True,Expired,0.0,0.0
67-270-7464,Jasmine Rice,Grains & Pulses,83-960-5274,Yadel,91,73,77,4.75,2026-02-02,2025-08-25,2025-12-08,7242 Claremont Avenue,51,49,Discontinued,180,1,1.2297297297297298,Medium,Low,15.9,4.275,1.0,False,Active,0.48484848484848486,0.022347116701955418
